"","Reference","Depth","Beg_end","Temperature","Conductivity","pH","Salinity","DissolvedO2","Flag"
"1819","CKM1999020905",0.2,"B",22,47.1,7.7,30.7,5.5,NA
"1820","CKM1999020906",0.3,"B",21.6,48.8,8.1,32,7.3,NA
"1821","CKM1999020907",0.3,"B",23.1,47.5,8.1,31,7.1,NA
"1822","CKM1999020908",0.3,"B",22.1,48.8,8.3,32,8.1,NA
"1823","CKM1999020909",0.3,"B",22.1,50.8,8.3,33.4,8.2,NA
"1824","CKM1999021001",0.5,"B",21.9,28.5,7.9,17.6,6.5,NA
"1825","CKM1999021002",0.3,"B",22.5,25,7.9,15.2,7,NA
"1826","CKM1999021003",0.9,"B",21.6,0.8,7.6,0.5,6.8,NA
"1827","CKM1999021004",0.3,"B",23.6,8.5,7.7,4.8,7.1,NA
"1828","CKM1999021005",0.4,"B",24.2,12.1,7.7,7,7.2,NA
"1829","CKM1999021006",0.8,"B",23,8.1,7.6,4.5,6.6,NA
"1830","CKM1999021101",0.5,"B",21.2,29,7.7,17.9,5.2,NA
"1831","CKM1999021102",0.3,"B",22.3,29.7,8.1,18.4,7.7,NA
"1832","CKM1999021103",0.3,"B",23.4,37.2,8.2,23.6,8.8,NA
"1833","CKM1999021501",0.3,"B",12.7,36.7,8,23.2,8.8,NA
"1834","CKM1999021502",0.2,"B",12.3,39.6,8.2,25.4,9.5,NA
"1835","CKM1999021503",0.5,"B",12.6,34.8,8.1,21.9,8.9,NA
"1836","CKM1999021504",0.4,"B",15.6,19.4,8,11.2,8.6,NA
"1837","CKM1999021505",0.3,"B",15.3,18.5,8.1,10.9,8.7,NA
"1838","CKM1999021506",0.5,"B",17.3,0.5,8.1,0.2,7.8,NA
"1839","CKM1999021507",0.3,"B",13.8,16.9,8.2,9.9,9.6,NA
"1840","CKM1999021508",0.4,"B",13.9,16.8,8.3,9.9,9.4,NA
"1841","CKM1999021509",0.4,"B",15.7,33.1,8.3,20.7,10.2,NA
"1842","CKM1999021510",0.3,"B",17.5,29.5,8.3,18.3,11.3,NA
"1843","CKM1999021601",0.2,"B",16.2,5.5,7.6,3.1,8.3,NA
"1844","CKM1999021602",0.3,"B",14.8,5,7.8,2.7,8.5,NA
"1845","CKM1999021603",0.5,"B",17.4,1.3,7.6,0.7,7.7,NA
"1846","CKM1999021604",0.6,"B",16.8,39.2,8.4,25,8.5,NA
"1847","CKM1999021605",0.6,"B",17.2,5.9,7.8,3.3,8,NA
"1848","CKM1999021606",0.3,"B",17.4,20.4,7.9,12.2,8.7,NA
"1849","CKM1999021701",0.5,"B",16.9,36.8,8.2,23.3,9.2,NA
"1850","CKM1999021702",0.5,"B",17,37.3,8.3,23.6,9.2,NA
"1851","CKM1999022301",0.4,"B",12.3,30.9,8.1,18,9,NA
"1852","CKM1999022302",0.3,"B",12.6,45,8.1,29.2,10.3,NA
"1853","CKM1999022303",0.3,"B",11.8,41,8,26.3,9.6,NA
"1854","CKM1999030801",0.4,"B",15.5,1.2,8,0.7,9,NA
"1855","CKM1999030802",0.2,"B",17.7,8.5,8,0.2,8.6,NA
"1856","CKM1999030803",0.5,"B",15,15,8.1,8.8,9.5,NA
"1857","CKM1999030804",0.2,"B",20,0.5,8.3,0.3,9.9,NA
"1858","CKM1999030805",0.5,"B",17.2,16.5,8,9.7,8.8,NA
"1859","CKM1999030806",1,"B",19.5,0.8,8.2,0.4,9.2,NA
"1860","CKM1999030807",0.6,"B",18,6.7,8.2,3.6,9,NA
"1861","CKM1999030901",0.5,"B",15.9,43.6,8.2,28.1,7.7,NA
"1862","CKM1999030902",0.5,"B",16.8,47.9,8.2,31.2,7.8,NA
"1863","CKM1999030903",0.4,"B",16.9,48.5,8.1,31.8,8.1,NA
"1864","CKM1999030904",0.3,"B",16.9,48,8.2,31.4,7.9,NA
"1865","CKM1999030905",0.3,"B",17,48.4,8.2,31.6,8.2,NA
"1866","CKM1999030906",0.6,"B",16.3,40.3,8.1,25.8,8.1,NA
"1867","CKM1999031001",0.5,"B",16.5,45.7,8.2,29.6,7.5,NA
"1868","CKM1999031002",0.3,"B",17.1,37.5,8,23.8,7,NA
"1869","CKM1999031003",0.3,"B",18.8,20.6,8.1,12.3,8.6,NA
"1870","CKM1999031004",0.6,"B",18.6,19.1,7.9,11.3,7.7,NA
"1871","CKM1999031005",0.6,"B",19,38.4,8.2,24.4,8.7,NA
"1872","CKM1999031501",0.2,"B",14.1,28.4,7.7,17.5,8.4,NA
"1873","CKM1999031502",0.2,"B",13.2,29.3,7.9,18.1,9.3,NA
"1874","CKM1999031503",0.4,"B",13.3,31.9,7.9,19.8,8.8,NA
"1875","CKM1999031504",0.9,"B",13.5,29,7.9,17.9,8.3,NA
"1876","CKM1999031505",0.3,"B",14.1,21.6,7.8,12.9,8.4,NA
"1877","CKM1999031506",0.5,"B",13.6,27.7,7.9,17,8.9,NA
"1878","CKM1999031507",0.7,"B",15.3,4.7,8.1,2.6,8.9,NA
"1879","CKM1999031601",0.2,"B",13.5,25.7,8.1,15.6,9.2,NA
"1880","CKM1999031602",0.8,"B",17.9,0.4,8.1,0.2,7.6,NA
"1881","CKM1999031603",0.4,"B",15.5,33.6,8.3,21,9.5,NA
"1882","CKM1999031604",0.3,"B",17.9,36.8,8.1,23.3,9.2,NA
"1883","CKM1999031605",0.3,"B",17.6,41.6,8.2,26.8,9.1,NA
"1884","CKM1999031701",0.3,"B",14.2,4.1,7.7,2.2,7.7,NA
"1885","CKM1999031702",0.4,"B",18.3,6.5,8,3.6,8.2,NA
"1886","CKM1999031703",0.3,"B",18,14.2,7.9,8.2,8.1,NA
"1887","CKM1999031704",0.5,"B",18,8.8,8,4.9,8,NA
"1888","CKM1999031705",0.5,"B",17.8,18.2,8.1,10.8,9.1,NA
"1889","CKM1999031801",0.3,"B",16.5,48.5,8.3,31.7,8.1,NA
"1890","CKM1999031802",0.2,"B",16.9,47.8,8.2,31.2,8.4,NA
"1891","CKM1999031803",0.3,"B",17.1,43.7,8.2,28.2,9.3,NA
"1892","CKM1999031804",0.3,"B",17.3,37.5,7.9,23.8,6.4,NA
"1893","CKM1999031805",0.3,"B",18.8,31.7,8.3,19.8,9.3,NA
"1894","CKM1999031806",0.6,"B",21.3,30.4,8.3,18.8,9.7,NA
"1895","CKM1999031807",0.6,"B",19.7,31,8.5,19.3,10.3,NA
"1896","CKM1999032201",0.3,"B",20.2,33.2,8.2,20.8,9.2,NA
"1897","CKM1999032202",0.3,"B",22.6,37.9,8.2,24,8.2,NA
"1898","CKM1999032203",0.3,"B",21.4,35.9,8.4,22.6,8.2,NA
"1899","CKM1999032204",0.5,"B",20.7,42.1,8.4,28.1,9.4,NA
"1900","CKM1999040701",0.4,"B",25,28.1,7.3,17.3,4,NA
"1901","CKM1999040702",0.2,"B",25.6,12.1,7.7,6.9,6.3,NA
"1902","CKM1999040703",0.2,"B",26.6,6.5,7.7,3.6,6.7,NA
"1903","CKM1999040704",0.3,"B",26.2,14.2,7.9,8.2,7.7,NA
"1904","CKM1999040705",0.3,"B",25.9,0.6,8.1,0.3,7.7,NA
"1905","CKM1999040706",0.6,"B",26.5,1.5,8.2,0.8,8.6,NA
"1906","CKM1999040707",0.4,"B",27.9,12.4,7.6,7.1,5.6,NA
"1907","CKM1999040801",0.3,"B",25.9,7.6,7.3,4.2,4.2,NA
"1908","CKM1999040802",0.3,"B",25.2,3.7,7.8,2,7.5,NA
"1909","CKM1999040803",0.2,"B",26.3,2.2,7.9,1.1,8.8,NA
"1910","CKM1999040804",0.4,"B",25.9,2,7.8,1.1,7.1,NA
"1911","CKM1999040805",0.2,"B",26.9,6.5,7.7,3.6,7.2,NA
"1912","CKM1999040806",0.4,"B",26.7,13.8,7.8,7,7.7,NA
"1913","CKM1999040807",0.3,"B",27.8,10,7.7,5.7,6.7,NA
"1914","CKM1999040808",0.5,"B",27.4,27.8,7.8,17,8.4,NA
"1915","CKM1999041201",0.4,"B",23.5,19.8,8,11.8,7.7,NA
"1916","CKM1999041202",0.9,"B",24.6,16.4,8,9.6,7.7,NA
"1917","CKM1999041203",0.6,"B",24.8,5.4,7.9,3,6.9,NA
"1918","CKM1999041204",0.5,"B",25,7.9,7.9,4.4,6.8,NA
"1919","CKM1999041205",0.4,"B",25.9,8.7,7.9,4.7,7,NA
"1920","CKM1999041206",0.3,"B",26.6,20,7.9,11.9,7.7,NA
"1921","CKM1999041301",1.1,"B",22.1,34.3,8,21.4,6.7,NA
"1922","CKM1999041302",0.4,"B",23.5,40.7,8,26,6.3,NA
"1923","CKM1999041303",0.6,"B",21.3,39.6,8.2,25.5,8.8,NA
"1924","CKM1999041304",0.8,"B",21.8,38,8.3,24.1,10.8,NA
"1925","CKM1999041305",0.5,"B",25,43.7,8.2,28.3,8,NA
"1926","CKM1999041401",0.4,"B",23.3,37,8.3,23.5,7.5,NA
"1927","CKM1999041402",0.6,"B",23.4,36.3,8.2,22.9,6.5,NA
"1928","CKM1999041403",0.9,"B",25,31.8,8.4,19.8,9.5,NA
"1929","CKM1999041404",0.5,"B",24.9,27.9,8.5,17.5,10.7,NA
"1930","CKM1999041501",0.6,"B",23.5,18.7,8,11.1,7.5,NA
"1931","CKM1999041502",0.8,"B",23.8,19.9,8,11.8,7.5,NA
"1932","CKM1999041901",0.3,"B",16.3,36.9,8.1,23.3,7.2,NA
"1933","CKM1999041902",0.3,"B",18,27.8,8.3,17,8.9,NA
"1934","CKM1999041903",0.2,"B",16.6,23.1,8.4,13.9,10,NA
"1935","CKM1999041904",0.3,"B",18,26.6,8.3,16.2,8.6,NA
"1936","CKM1999041905",0.3,"B",18.2,21.3,8.3,12.8,9.1,NA
"1937","CKM1999041906",0.3,"B",20.2,25.8,8.5,15.7,11.2,NA
"1938","CKM1999041907",0.3,"B",19.2,24.4,8.7,14.8,11.8,NA
"1939","CKM1999042001",0.3,"B",17.2,32,7.9,20,6.4,NA
"1940","CKM1999042002",0.3,"B",17.2,36.1,7.7,22.8,6.5,NA
"1941","CKM1999042003",0.3,"B",18.1,40.6,7.7,26,6.9,NA
"1942","CKM1999042004",0.2,"B",18.6,41.2,7.7,26.4,6.8,NA
"1943","CKM1999042005",0.3,"B",20,40.9,7.9,26.2,8.5,NA
"1944","CKM1999042006",0.4,"B",20.8,44.1,8.1,28.6,8.3,NA
"1945","CKM1999042007",0.2,"B",19.5,30.6,8,19.1,8.8,NA
"1946","CKM1999050601",0.3,"B",22.9,44.1,7.9,28.5,6.6,NA
"1947","CKM1999050602",0.3,"B",23.2,44.3,8,28.7,6.6,NA
"1948","CKM1999050603",0.4,"B",23.3,46.3,8.2,30.1,6.8,NA
"1949","CKM1999050604",0.3,"B",23.9,40,7.9,25.6,6.4,NA
"1950","CKM1999050605",0.5,"B",24.8,39.9,7.7,25.4,6.5,NA
"1951","CKM1999050606",0.3,"B",25,41.2,7.7,26.4,6,NA
"1952","CKM1999050607",0.5,"B",24.6,42.5,7.9,27.4,6.8,NA
"1953","CKM1999050608",0.4,"B",26.1,38.3,7.9,24.3,7,NA
"1954","CKM1999051001",0.4,"B",25,26.7,7.6,16.3,5.8,NA
"1955","CKM1999051002",0.4,"B",25.5,24.1,8.1,14.6,7.1,NA
"1956","CKM1999051003",0.4,"B",25.9,24,7.8,14.7,6.4,NA
"1957","CKM1999051004",0.9,"B",26.1,24.9,7.9,15.1,7.1,NA
"1958","CKM1999051005",0.3,"B",26.2,26.2,8,16,7.4,NA
"1959","CKM1999051006",0.6,"B",26.3,3.6,8.1,2,8.6,NA
"1960","CKM1999051007",0.5,"B",26.2,6.8,7.9,3.8,8,NA
"1961","CKM1999051008",0.3,"B",27.7,23.3,8,14,8.4,NA
"1962","CKM1999051101",0.6,"B",25.3,47.4,8.1,31,6,NA
"1963","CKM1999051102",0.4,"B",25.5,37.5,7.8,23.8,4.8,NA
"1964","CKM1999051103",0.3,"B",25.8,36,8.1,22.7,7,NA
"1965","CKM1999051104",0.5,"B",26.4,27.2,8,16.6,6.2,NA
"1966","CKM1999051105",0.4,"B",27.4,28.3,8.1,17.4,7.1,NA
"1967","CKM1999051106",0.5,"B",26.7,29,8,17.9,6,NA
"1968","CKM1999051107",0.6,"B",26.8,12.4,7.9,7.1,6.8,NA
"1969","CKM1999051201",0.6,"B",28.4,43.6,8,28.2,6,NA
"1970","CKM1999051202",0.9,"B",26.2,47.3,8.3,30.8,6.8,NA
"1971","CKM1999051203",0.6,"B",27,47.7,8.4,31.2,7.2,NA
"1972","CKM1999051204",0.6,"B",27.7,44.3,8.2,28.7,7.4,NA
"1973","CKM1999051701",0.3,"B",24.5,45.1,8,29.3,6.1,NA
"1974","CKM1999051702",0.6,"B",24.2,46.7,8.2,30.4,6.3,NA
"1975","CKM1999051703",0.6,"B",24.4,44.7,8.1,28.9,6.3,NA
"1976","CKM1999051704",0.5,"B",25.1,36.6,8.2,23.1,7.8,NA
"1977","CKM1999051801",0.2,"B",24.7,44.2,7.8,28.6,5.6,NA
"1978","CKM1999051802",0.5,"B",25.1,37.6,8.2,23.9,7.6,NA
"1979","CKM1999051901",0.6,"B",25.8,17.3,7.7,10.1,6,NA
"1980","CKM1999051902",0.4,"B",26.5,37.6,8.1,23.9,6.7,NA
"1981","CKM1999051903",0.5,"B",26.8,10,8,5.6,7,NA
"1982","CKM1999051904",0.5,"B",26.6,17.2,8,9.8,7.6,NA
"1983","CKM1999051905",0.6,"B",28,13.1,8.1,7.7,7.8,NA
"1984","CKM1999051906",0.6,"B",28.3,33.4,8.3,20.9,9.3,NA
"1985","CKM1999052001",0.6,"B",26.4,3.8,8.2,2.1,7.1,NA
"1986","CKM1999052002",0.5,"B",27.9,4.4,8.1,2.4,7.2,NA
"1987","CKM1999052003",0.6,"B",28.9,30.5,8.3,18.9,8.8,NA
"1988","CKM1999052004",0.6,"B",29.9,31.5,8.2,19.6,8.7,NA
"1989","CKM1999052501",0.5,"B",26.8,37.7,8.2,23.9,5.9,NA
"1990","CKM1999052502",0.5,"B",27.6,20.8,8.3,12.4,7.4,NA
"1991","CKM1999052503",0.4,"B",28,9.7,8.4,5.5,8.1,NA
"1992","CKM1999060401",0.3,"B",28.4,46.4,7.9,30.2,6.2,NA
"1993","CKM1999060402",0.9,"B",28.9,48.3,8.2,31.5,7.1,NA
"1994","CKM1999060701",0.3,"B",25.7,31.5,8,19.6,5.9,NA
"1995","CKM1999060702",0.2,"B",26.2,28.4,8,17.5,5.1,NA
"1996","CKM1999060703",0.3,"B",26.7,30.4,8.2,19.1,6.6,NA
"1997","CKM1999060704",0.5,"B",27.4,33.8,8.3,21.1,7.5,NA
"1998","CKM1999060705",0.6,"B",27.7,39.4,8.3,25.2,8.5,NA
"1999","CKM1999060706",0.5,"B",27.3,5.8,8.3,3.2,7.8,NA
"2000","CKM1999060707",0.4,"B",28,21.1,8.3,12.6,7.7,NA
"2001","CKM1999060708",0.3,"B",28,21.1,8.3,12.6,7.7,NA
"2002","CKM1999060801",0.8,"B",25.7,46,7.9,29.9,4.8,NA
"2003","CKM1999060802",1.1,"B",26.5,46.6,8,30.3,5.4,NA
"2004","CKM1999060803",0.3,"B",26.8,49,8.3,32.1,6.1,NA
"2005","CKM1999060804",0.3,"B",26.4,48.6,8.2,31.7,7.3,NA
"2006","CKM1999060805",0.4,"B",27.9,48.3,8.4,31.6,7.6,NA
"2007","CKM1999060901",0.5,"B",26.8,40.6,8,26,4.8,NA
"2008","CKM1999060902",0.3,"B",27,31,8,19.3,3.7,NA
"2009","CKM1999060903",0.7,"B",27.2,28.5,7.9,17.5,3.8,NA
"2010","CKM1999060904",0.3,"B",28.7,38.5,8.1,24.6,4.8,NA
"2011","CKM1999060905",0.4,"B",28.1,47.8,8.6,31.2,6.9,NA
"2012","CKM1999060906",0.3,"B",29,47.6,8.4,31.1,6.8,NA
"2013","CKM1999061001",0.6,"B",27.6,32.9,8.1,20.6,6,NA
"2014","CKM1999061002",0.9,"B",27.9,35.3,8.2,22.3,5.2,NA
"2015","CKM1999061003",0.6,"B",28.4,22.5,8,13.5,6.3,NA
"2016","CKM1999061004",0.8,"B",28.7,22.8,8.1,13.8,6.4,NA
"2017","CKM1999061005",0.6,"B",29.4,40.6,8.4,25.9,7.3,NA
"2018","CKM1999061401",0.6,"B",28.4,48.6,8.3,31.8,4.1,NA
"2019","CKM1999061402",0.4,"B",28.5,48.6,8.4,31.7,5.7,NA
"2020","CKM1999061403",0.6,"B",28.4,48.7,8.4,31.8,5.2,NA
"2021","CKM1999061404",0.4,"B",29,46.4,8.2,30.2,5.7,NA
"2022","CKM1999061405",0.7,"B",29.6,47.5,8.3,31,6.8,NA
"2023","CKM1999061406",0.6,"B",30.3,45.7,8.2,29.6,7,NA
"2024","CKM1999061501",0.3,"B",28.3,3.3,8.1,1.8,6,NA
"2025","CKM1999061502",0.7,"B",30.5,9.5,8.2,5.4,7.9,NA
"2026","CKM1999061503",0.5,"B",30.4,18.5,8,10.9,4.9,NA
"2027","CKM1999061504",0.6,"B",31.2,24.6,8.3,14.9,7.5,NA
"2028","CKM1999061601",0.2,"B",30.1,45.8,8.1,30.5,5.1,NA
"2029","CKM1999061602",0.3,"B",30.3,47,8,30.7,4,NA
"2030","CKM1999061701",0.3,"B",27.1,37.8,7.8,23.9,4.9,NA
"2031","CKM1999061702",0.3,"B",28.5,44.2,8,28,4.8,NA
"2032","CKM1999062201",0.6,"B",28,45.3,8.4,29.4,5.8,NA
"2033","CKM1999062202",0.5,"B",28,36.4,8.1,23,3.4,NA
"2034","CKM1999062203",0.4,"B",29.4,41.1,8.5,26.3,7.8,NA
"2035","CKM1999062204",0.3,"B",29.9,38.5,8.4,24.6,6.2,NA
"2036","CKM1999062301",0.4,"B",28,39.6,8.2,25.3,5.4,NA
"2037","CKM1999062302",0.4,"B",29.1,42.7,8.4,27.5,5.8,NA
"2038","CKM1999070701",0.5,"B",29.1,46,8,29.9,5.3,NA
"2039","CKM1999070702",0.6,"B",29.4,45.9,8.1,29.7,5.5,NA
"2040","CKM1999070703",0.5,"B",29.5,42.1,8.1,27.1,6.9,NA
"2041","CKM1999070704",0.3,"B",30.3,45.2,8.2,29.4,7.8,NA
"2042","CKM1999070801",0.3,"B",29.4,46.4,8.1,30.2,4.8,NA
"2043","CKM1999070802",0.5,"B",30.2,47,8.3,30.6,4.6,NA
"2044","CKM1999070803",0.3,"B",31.4,43.3,7.6,28,4.6,NA
"2045","CKM1999070804",0.3,"B",31.7,41.8,7.9,26.9,7.3,NA
"2046","CKM1999070805",0.3,"B",32.1,38.3,7.5,24.4,4.7,NA
"2047","CKM1999071201",0.6,"B",30.1,47.4,8.1,30.9,5.7,NA
"2048","CKM1999071202",0.8,"B",29.4,46.4,7.9,30.2,3.7,NA
"2049","CKM1999071203",0.5,"B",29.8,45.8,8.1,29.4,5,NA
"2050","CKM1999071204",0.2,"B",30,45,8.1,29.1,5.6,NA
"2051","CKM1999071205",0.9,"B",30.4,41.5,7.9,26.5,5.7,NA
"2052","CKM1999071206",0.6,"B",31.4,44.1,8.2,28.5,7.3,NA
"2053","CKM1999071401",0.2,"B",29.5,22.1,7.6,13,3.3,NA
"2054","CKM1999071402",0.2,"B",29.3,2.3,8.2,1.3,7.1,NA
"2055","CKM1999071403",0.8,"B",30,33.7,7.9,21.1,5,NA
"2056","CKM1999071404",1,"B",30.7,36.8,8,23.3,5.7,NA
"2057","CKM1999071501",0.4,"B",28.1,43.7,7.8,28.2,4,NA
"2058","CKM1999071502",0.5,"B",29.3,47.2,8.2,30.8,5.2,NA
"2059","CKM1999071503",0.4,"B",28,44,7.9,28.4,5.2,NA
"2060","CKM1999071504",0.3,"B",30,38.8,8.2,24.7,6.2,NA
"2061","CKM1999071505",0.5,"B",30,40.2,8.1,25.7,7.1,NA
"2062","CKM1999071506",0.3,"B",30.8,45.1,8.1,29.2,6.6,NA
"2063","CKM1999071507",0.4,"B",31.7,43.6,8,28.2,7.9,NA
"2064","CKM1999071508",0.3,"B",31,43.1,8.3,27.8,7.9,NA
"2065","CKM1999071901",0.3,"B",29.9,31.1,7.8,19.2,4.3,NA
"2066","CKM1999071902",0.3,"B",29.4,11.2,7.9,6.4,6.1,NA
"2067","CKM1999071903",0.3,"B",31.8,20.4,8.1,12.2,9.9,NA
"2068","CKM1999071904",0.5,"B",32.2,19.5,8.1,11.6,6.8,NA
"2069","CKM1999071905",0.4,"B",32.2,27.8,8.3,20,7.7,NA
"2070","CKM1999071906",0.8,"B",31.5,4.3,8.8,2.4,13.6,NA
"2071","CKM1999072101",0.5,"B",31,27,7.7,16.5,4.3,NA
"2072","CKM1999072102",0.3,"B",31.7,32.7,8.3,20.5,8.9,NA
"2073","CKM1999072103",0.5,"B",31.8,37.5,8.3,23.8,8,NA
"2074","CKM1999072104",0.2,"B",33.2,34.5,8.4,21.7,9.4,NA
"2075","CKM1999072201",0.3,"B",31.3,14.6,7.8,8.5,5.9,NA
"2076","CKM1999072202",0.4,"B",31.5,19.5,8,11.5,5.5,NA
"2077","CKM1999072203",0.3,"B",32,32.1,8,20,5.3,NA
"2078","CKM1999072204",0.3,"B",32.5,24.5,7.8,14.9,5.3,NA
"2079","CKM1999072601",0.3,"B",30.7,49.3,8.3,32.3,5.6,NA
"2080","CKM1999072602",0.6,"B",30.4,17.1,7.8,10.5,4,NA
"2081","CKM1999072603",0.8,"B",30.8,22.7,8.4,13.6,8.4,NA
"2082","CKM1999072604",0.6,"B",32.3,36.6,8.5,23.1,7.6,NA
"2083","CKM1999072605",0.6,"B",33,37.4,8.3,23.8,7.5,NA
"2084","CKM1999080901",0.9,"B",28.2,47.1,8,30.7,4.9,NA
"2085","CKM1999080902",0.4,"B",28.7,47.6,8.1,31.1,4.6,NA
"2086","CKM1999080903",1.2,"B",28.3,45.6,8,29.6,4.8,NA
"2087","CKM1999080904",0.6,"B",28.1,45.6,8,29.6,5.5,NA
"2088","CKM1999081001",0.4,"B",27.2,42.1,7.5,27.1,4,NA
"2089","CKM1999081002",0.5,"B",27.5,43.8,7.7,28.2,3.7,NA
"2090","CKM1999081003",0.4,"B",28.7,42.8,7.8,27.5,4.2,NA
"2091","CKM1999081004",0.7,"B",29.3,41.5,7.9,26.7,5.1,NA
"2092","CKM1999081005",0.3,"B",29.6,45.3,8.2,29.4,6.9,NA
"2093","CKM1999081101",0.3,"B",28.4,39,7.9,24.8,5.9,NA
"2094","CKM1999081102",0.3,"B",28,39.8,8,25.5,5.3,NA
"2095","CKM1999081103",0.7,"B",27.9,36.6,8,23.2,5.4,NA
"2096","CKM1999081104",0.5,"B",28.2,35,8.2,21.8,7,NA
"2097","CKM1999081105",0.6,"B",28.5,35.5,8.2,22.4,6.5,NA
"2098","CKM1999081701",0.5,"B",29.7,34.7,8,21.9,5,NA
"2099","CKM1999081702",0.3,"B",30.3,37.1,8.3,23.5,6.4,NA
"2100","CKM1999081703",0.4,"B",30.8,43.8,8.3,28.4,6.8,NA
"2101","CKM1999081704",0.3,"B",32.2,47.3,8.6,30.8,10.7,NA
"2102","CKM1999081705",0.8,"B",31.4,40.9,8.4,26.2,8.3,NA
"2103","CKM1999081901",0.4,"B",28.8,3.4,7.7,1.8,4.8,NA
"2104","CKM1999081902",0.3,"B",30.6,12.8,7.9,7.4,5.2,NA
"2105","CKM1999081903",0.2,"B",30.4,10.3,7.7,5.8,4.4,NA
"2106","CKM1999081904",0.3,"B",30,6.9,8,3.8,5.2,NA
"2107","CKM1999081905",0.4,"B",30.5,6.3,8.1,3.6,6.6,NA
"2108","CKM1999081906",0.6,"B",31.7,31.7,8.6,19.7,10,NA
"2109","CKM1999082301",0.8,"B",29.4,23.9,8.2,14.5,6.9,NA
"2110","CKM1999082302",0.7,"B",30.2,20.8,8.3,12.5,7.3,NA
"2111","CKM1999082303",0.6,"B",30.1,28.7,8.3,18.3,5.9,NA
"2112","CKM1999082304",0.4,"B",30.3,24.4,8.1,14.6,4.6,NA
"2113","CKM1999082305",0.4,"B",32.3,23.8,8.2,14.4,5.5,NA
"2114","CKM1999082401",0.7,"B",29.8,39.1,8.2,24.9,5.2,NA
"2115","CKM1999082402",1.1,"B",29.7,41.1,8.3,26.4,5.4,NA
"2116","CKM1999082403",0.6,"B",30.3,32.4,8.1,20.1,4.4,NA
"2117","CKM1999082404",0.3,"B",30.7,33.8,8.4,23.4,7.1,NA
"2118","CKM1999082501",0.4,"B",29,23,7.7,13.9,3.2,NA
"2119","CKM1999082502",0.5,"B",30,28.8,8.3,18,5.8,NA
"2120","CKM1999082503",0.3,"B",30.5,34.1,8.3,21.5,5.6,NA
"2121","CKM1999082504",0.3,"B",30.7,36.4,8.5,23.4,5.8,NA
"2122","CKM1999082505",0.6,"B",30.5,24.4,8.3,14.8,5.4,NA
"2123","CKM1999082506",0.5,"B",31.7,30.1,8.4,18.4,6.9,NA
"2124","CKM1999082601",0.6,"B",28.8,17.6,7.6,10.4,3.3,NA
"2125","CKM1999082602",0.5,"B",30.8,34.1,7.9,21.6,2.9,NA
"2126","CKM1999082603",0.3,"B",30.8,25.1,8,15.5,4.1,NA
"2127","CKM1999082604",0.6,"B",30.6,35.4,8,22.3,3.3,NA
"2128","CKM1999082605",0.5,"B",32.4,42.6,8.5,27.4,6.5,NA
"2129","CKM1999082606",0.6,"B",31,35.9,8.1,22.8,3.9,NA
"2130","CKM1999090701",0.4,"B",27.4,35.1,7.3,22.1,3.5,NA
"2131","CKM1999090702",0.3,"B",28.6,30.7,7.4,19,2.9,NA
"2132","CKM1999090703",0.4,"B",28.6,32.7,8,20.4,6.3,NA
"2133","CKM1999090704",0.5,"B",29,35.1,8.1,22.3,4.7,NA
"2134","CKM1999090705",0.2,"B",30.1,35.3,8.2,22.2,7.4,NA
"2135","CKM1999090705",1.1,"B",30,35.4,8.2,22.3,7.4,NA
"2136","CKM1999090706",0.2,"B",30.1,34.7,8,21.9,6.9,NA
"2137","CKM1999090706",1,"B",29.7,35.3,7.8,22.3,5.6,NA
"2138","CKM1999090707",0.4,"B",30.8,35.8,8.1,22.6,7.8,NA
"2139","CKM1999090708",0.3,"B",30.2,40.1,8.1,25.6,8,NA
"2140","CKM1999090801",0.2,"B",27.8,30.6,7.3,19,3.2,NA
"2141","CKM1999090801",1.6,"B",27.8,30.6,7.2,19,3.2,NA
"2142","CKM1999090802",0.2,"B",27.7,33.3,7.8,20.8,4.3,NA
"2143","CKM1999090802",1,"B",27.7,33.4,7.8,20.9,4.4,NA
"2144","CKM1999090803",0.2,"B",28.7,35.5,8.1,22.4,5.5,NA
"2145","CKM1999090803",1.4,"B",28.7,35.6,8.1,22.5,5.6,NA
"2146","CKM1999090804",0.2,"B",29.2,34.8,8.1,21.9,6,NA
"2147","CKM1999090804",2.3,"B",28.8,35.2,8.1,22.2,5.6,NA
"2148","CKM1999090805",0.2,"B",29.4,46.7,8.3,30.4,6.1,NA
"2149","CKM1999090805",1.6,"B",29,47.8,8.3,31.2,6.4,NA
"2150","CKM1999090901",0.2,"B",29.1,22.5,7.7,13.5,4.1,NA
"2151","CKM1999090901",2.1,"B",29.1,27.7,7.7,17,4,NA
"2152","CKM1999090902",0.2,"B",28.7,11.5,7.9,6.1,4.9,NA
"2153","CKM1999090902",1.5,"B",28.8,15,7.8,8.7,4.6,NA
"2154","CKM1999090903",0.2,"B",29.6,30.5,7.9,18.9,4.4,NA
"2155","CKM1999090903",1.4,"B",29.6,32.7,7.9,20.4,4.3,NA
"2156","CKM1999090904",0.2,"B",30.2,27.8,8.2,17,6.7,NA
"2157","CKM1999090904",2.2,"B",30.1,27.8,8.2,17,6.6,NA
"2158","CKM1999091301",0.4,"B",27.9,46.5,8.3,30.2,5.6,NA
"2159","CKM1999091302",0.2,"B",27.5,47.1,8.5,30.7,7,NA
"2160","CKM1999091303",0.2,"B",27.6,38.9,8.2,24.8,5.7,NA
